,HT,Score,AT,attendance,referee,HomeGoals,AwayGoals,match_report_link,Home_Poss,Away_Poss,Home_PA,Away_PA,Home_ShoT,Away_ShoT,Home_Saves,Away_Saves,HomeFouls,HomeCorners,HomeCrosses,HomeTouches,HomeTackles,HomeInterceptions,HomeAerials,HomeClearances,HomeOffsides,HomeGoalKicks,HomeThrowIns,HomeLongBalls,AwayFouls,AwayCorners,AwayCrosses,AwayTouches,AwayTackles,AwayInterceptions,AwayAerials,AwayClearances,AwayOffsides,AwayGoalKicks,AwayThrowIns,AwayLongBalls
718,São Paulo,1–1,Grêmio,"24,757",Péricles Bassols Pegado Cortez,1,1,"https://fbref.com/en/matches/d83cda2a/Sao-Paulo-Gremio-November-15-2018-Serie-A"">Match Report",58%,42%,83%,77%,33%,50%,33%,100%,14,2,22,666,16,13,23,19,2,2,28,46,13,3,5,537,22,13,19,27,0,14,18,74
719,Internacional,2–0,América (MG),"26,476",Wilton Sampaio,2,0,"https://fbref.com/en/matches/87d5d5ed/Internacional-America-MG-November-15-2018-Serie-A"">Match Report",47%,53%,84%,87%,42%,20%,100%,60%,19,7,16,586,14,12,15,15,2,5,18,41,20,4,20,652,17,8,19,28,2,5,11,46
720,Vitória,1–2,Atl Paranaense,"8,440",Flavio Rodrigues De Souza,1,2,"https://fbref.com/en/matches/28edbf9d/Vitoria-Atletico-Paranaense-November-17-2018-Serie-A"">Match Report",52%,48%,87%,85%,18%,35%,83%,50%,15,3,27,592,10,7,8,11,0,8,10,41,23,4,11,585,8,8,6,19,4,9,23,55
721,Corinthians,1–0,Vasco da Gama,"38,605",Wilton Sampaio,1,0,"https://fbref.com/en/matches/95b8e0cf/Corinthians-Vasco-da-Gama-November-17-2018-Serie-A"">Match Report",44%,56%,72%,75%,17%,19%,100%,50%,22,5,16,536,9,14,33,23,3,7,24,65,14,9,20,612,16,9,33,20,1,12,23,72
722,Atlético Mineiro,1–0,Bahia,"17,313",Marcelo Aparecido Ribeiro De Souza,1,0,"https://fbref.com/en/matches/11419311/Atletico-Mineiro-Bahia-November-17-2018-Serie-A"">Match Report",50%,50%,75%,79%,33%,25%,100%,75%,16,10,18,569,24,10,19,17,3,8,23,65,24,4,14,581,14,12,14,20,2,9,33,51
723,Sport Recife,0–1,Flamengo,"26,005",Raphael Claus,0,1,"https://fbref.com/en/matches/5870ae36/Sport-Recife-Flamengo-November-18-2018-Serie-A"">Match Report",58%,42%,82%,70%,15%,38%,80%,100%,9,6,32,670,20,19,20,13,3,9,20,64,13,8,20,522,24,5,17,22,0,15,29,47
724,América (MG),2–1,Santos,"4,652",Dewson Fernando Freitas da Silva,2,1,"https://fbref.com/en/matches/294a509b/America-MG-Santos-November-18-2018-Serie-A"">Match Report",49%,52%,81%,83%,44%,38%,66%,71%,20,4,21,586,11,11,17,18,1,8,18,66,14,6,19,624,13,16,18,20,2,6,19,52
725,Paraná,1–1,Palmeiras,"25,076",Bruno Arleu de Araujo,1,1,"https://fbref.com/en/matches/bdea94be/Parana-Palmeiras-November-18-2018-Serie-A"">Match Report",35%,65%,64%,80%,33%,32%,85%,66%,22,4,10,468,13,19,16,43,0,9,27,61,8,11,27,720,18,11,21,21,5,9,36,66
726,Botafogo (RJ),1–0,Internacional,"19,006",Rafael Traci,1,0,"https://fbref.com/en/matches/a11ef154/Botafogo-RJ-Internacional-November-18-2018-Serie-A"">Match Report",40%,60%,75%,83%,33%,20%,100%,75%,13,1,7,509,15,12,31,37,1,8,16,67,18,9,36,647,12,9,31,18,3,8,27,56
727,São Paulo,1–0,Cruzeiro,"14,058",Heber Roberto Lopes,1,0,"https://fbref.com/en/matches/893d08b6/Sao-Paulo-Cruzeiro-November-18-2018-Serie-A"">Match Report",51%,49%,79%,80%,38%,0%,%,66%,14,3,11,628,21,25,14,22,4,7,22,59,17,1,15,611,12,16,7,15,3,7,32,45
728,Grêmio,2–0,Chapecoense,"13,266",Leandro Bizzio Marinho,2,0,"https://fbref.com/en/matches/249fd0f1/Gremio-Chapecoense-November-18-2018-Serie-A"">Match Report",65%,35%,89%,75%,69%,30%,100%,81%,12,4,15,723,10,17,17,12,3,10,17,62,21,2,15,444,21,16,17,14,0,7,14,44
729,Fluminense,0–0,Ceará,"6,435",Anderson Daronco,0,0,"https://fbref.com/en/matches/910c2632/Fluminense-Ceara-November-19-2018-Serie-A"">Match Report",58%,42%,80%,69%,15%,17%,100%,100%,16,2,13,638,18,13,35,18,5,11,22,49,24,4,19,488,19,9,36,26,1,9,27,62
730,Internacional,1–2,Atlético Mineiro,"23,085",Raphael Claus,1,2,"https://fbref.com/en/matches/984a17c6/Internacional-Atletico-Mineiro-November-21-2018-Serie-A"">Match Report",54%,46%,77%,75%,20%,17%,0%,33%,10,11,36,711,19,17,25,20,2,9,34,63,17,4,15,617,18,23,25,40,0,15,17,61
731,Santos,1–1,Botafogo (RJ),"3,620",Heber Roberto Lopes,1,1,"https://fbref.com/en/matches/daf72d25/Santos-Botafogo-RJ-November-21-2018-Serie-A"">Match Report",51%,49%,85%,84%,32%,20%,66%,83%,19,9,24,640,14,14,14,16,0,4,19,44,16,5,17,631,13,18,14,29,1,6,16,37
732,Palmeiras,4–0,América (MG),"39,429",Paulo Roberto Alves Júnior,4,0,"https://fbref.com/en/matches/e16031c4/Palmeiras-America-MG-November-21-2018-Serie-A"">Match Report",49%,51%,79%,76%,38%,100%,100%,55%,13,9,26,556,19,19,23,23,3,2,21,50,20,2,16,543,11,10,21,26,0,14,20,48
733,Atl Paranaense,1–0,Corinthians,"14,320",Marcelo de Lima Henrique,1,0,"https://fbref.com/en/matches/aedf0fd7/Atletico-Paranaense-Corinthians-November-21-2018-Serie-A"">Match Report",50%,50%,83%,83%,41%,10%,100%,85%,18,8,27,613,8,17,18,24,1,5,18,51,14,5,21,613,15,11,25,24,0,11,15,67
734,Flamengo,2–0,Grêmio,"36,978",Braulio da Silva Machado,2,0,"https://fbref.com/en/matches/c753f724/Flamengo-Gremio-November-21-2018-Serie-A"">Match Report",43%,57%,82%,85%,39%,31%,80%,57%,17,9,23,567,21,11,17,18,0,10,11,37,14,4,13,714,16,9,21,20,0,6,21,61
735,Cruzeiro,3–0,Vitória,"4,038",Leandro Bizzio Marinho,3,0,"https://fbref.com/en/matches/0664ed94/Cruzeiro-Vitoria-November-21-2018-Serie-A"">Match Report",53%,47%,87%,88%,54%,6%,100%,71%,18,6,16,622,13,7,6,17,2,12,13,39,15,8,16,575,12,11,9,18,4,6,13,37
736,Vasco da Gama,2–0,São Paulo,"1,123",Anderson Daronco,2,0,"https://fbref.com/en/matches/f196fc77/Vasco-da-Gama-Sao-Paulo-November-22-2018-Serie-A"">Match Report",35%,65%,73%,85%,25%,20%,100%,0%,19,3,12,434,15,19,16,34,1,7,27,51,22,7,27,615,8,7,18,13,2,6,19,39
737,Bahia,2–0,Fluminense,"16,784",Flavio Rodrigues De Souza,2,0,"https://fbref.com/en/matches/e7289ed6/Bahia-Fluminense-November-22-2018-Serie-A"">Match Report",55%,45%,81%,77%,54%,17%,100%,71%,23,3,17,628,14,16,29,12,1,4,18,55,9,1,10,573,18,17,11,21,2,8,17,65
738,Ceará,1–0,Paraná,"48,824",Luiz Flávio de Oliveira,1,0,"https://fbref.com/en/matches/3296caaf/Ceara-Parana-November-22-2018-Serie-A"">Match Report",59%,41%,82%,75%,35%,0%,%,83%,17,7,22,665,35,13,23,26,2,7,30,61,12,6,23,529,21,11,21,28,1,13,23,42
739,Chapecoense,2–1,Sport Recife,"12,384",Leandro Pedro Vuaden,2,1,"https://fbref.com/en/matches/152cad2e/Chapecoense-Sport-Recife-November-22-2018-Serie-A"">Match Report",36%,64%,69%,79%,44%,58%,71%,75%,22,7,23,502,19,17,23,29,1,7,26,74,13,6,35,711,16,8,19,16,1,9,31,88
740,Santos,3–2,Atlético Mineiro,"4,591",Leandro Pedro Vuaden,3,2,"https://fbref.com/en/matches/62c5fc30/Santos-Atletico-Mineiro-November-24-2018-Serie-A"">Match Report",41%,59%,79%,87%,43%,25%,50%,66%,19,9,17,526,14,17,13,20,0,11,13,47,15,8,19,704,12,25,13,19,0,11,17,39
741,Vitória,0–0,Grêmio,"4,283",Raphael Claus,0,0,"https://fbref.com/en/matches/7b665db8/Vitoria-Gremio-November-25-2018-Serie-A"">Match Report",39%,61%,82%,85%,23%,37%,100%,100%,15,7,14,560,15,16,8,29,0,8,9,36,20,9,14,736,18,7,18,21,1,6,19,53
742,Cruzeiro,0–2,Flamengo,"29,369",Jean Pierre Goncalves Lima,0,2,"https://fbref.com/en/matches/6f699a8a/Cruzeiro-Flamengo-November-25-2018-Serie-A"">Match Report",56%,44%,88%,80%,29%,50%,60%,57%,10,8,32,745,9,18,13,17,0,3,18,32,9,6,20,626,14,21,9,27,0,11,16,61
743,Vasco da Gama,0–1,Palmeiras,"22,957",Rafael Traci,0,1,"https://fbref.com/en/matches/44ab2ae5/Vasco-da-Gama-Palmeiras-November-25-2018-Serie-A"">Match Report",50%,50%,79%,79%,33%,33%,66%,100%,17,5,19,567,11,15,12,24,0,9,14,60,18,14,36,570,16,9,18,17,2,1,15,41
744,Atl Paranaense,2–2,Ceará,"9,632",Leandro Bizzio Marinho,2,2,"https://fbref.com/en/matches/6b0c64a2/Atletico-Paranaense-Ceara-November-25-2018-Serie-A"">Match Report",65%,35%,88%,73%,18%,38%,60%,33%,19,10,30,729,9,13,16,22,5,10,20,38,18,4,20,461,21,6,22,30,2,11,11,67
745,Internacional,2–0,Fluminense,"28,446",Heber Roberto Lopes,2,0,"https://fbref.com/en/matches/23cb4cac/Internacional-Fluminense-November-25-2018-Serie-A"">Match Report",62%,38%,82%,74%,14%,30%,100%,33%,12,8,27,688,23,12,22,16,1,6,26,52,17,4,14,508,25,13,16,34,1,15,22,56
746,Corinthians,0–0,Chapecoense,"35,888",Paulo Roberto Alves Júnior,0,0,"https://fbref.com/en/matches/2b0d4799/Corinthians-Chapecoense-November-25-2018-Serie-A"">Match Report",67%,33%,83%,67%,8%,14%,100%,100%,13,9,27,746,7,7,17,12,0,18,27,88,13,4,22,441,14,14,21,30,1,13,11,60
747,América (MG),1–0,Bahia,"7,409",Marcelo Aparecido Ribeiro De Souza,1,0,"https://fbref.com/en/matches/49b46807/America-MG-Bahia-November-25-2018-Serie-A"">Match Report",47%,53%,75%,80%,30%,20%,100%,66%,19,1,13,556,15,17,18,31,3,17,16,68,19,4,27,592,10,19,12,18,3,8,29,60
748,Botafogo (RJ),2–1,Paraná,"28,972",Igor Junior Benevenuto,2,1,"https://fbref.com/en/matches/398bf4f4/Botafogo-RJ-Parana-November-26-2018-Serie-A"">Match Report",57%,43%,84%,78%,36%,40%,75%,60%,13,5,13,671,11,13,19,22,4,8,27,62,16,4,14,547,16,20,13,20,2,9,30,44
749,São Paulo,0–0,Sport Recife,"15,235",André Luiz de Freitas Castro,0,0,"https://fbref.com/en/matches/3bbae36e/Sao-Paulo-Sport-Recife-November-26-2018-Serie-A"">Match Report",69%,31%,86%,64%,39%,38%,100%,100%,14,7,33,754,16,17,23,13,7,3,27,53,21,5,11,425,18,14,22,33,1,17,17,70
750,Atlético Mineiro,1–0,Botafogo (RJ),"19,171",Braulio da Silva Machado,1,0,"https://fbref.com/en/matches/b78e967c/Atletico-Mineiro-Botafogo-RJ-December-1-2018-Serie-A"">Match Report",49%,52%,80%,80%,31%,10%,100%,50%,15,5,19,566,12,7,21,33,0,10,23,55,17,10,27,584,10,15,15,22,2,6,33,44
751,Flamengo,1–2,Atl Paranaense,"62,994",Flavio Rodrigues De Souza,1,2,"https://fbref.com/en/matches/90669e04/Flamengo-Atletico-Paranaense-December-1-2018-Serie-A"">Match Report",54%,46%,83%,82%,31%,25%,33%,80%,17,6,30,635,22,11,23,10,1,9,23,54,17,1,11,587,8,12,19,29,0,10,24,62
752,Sport Recife,2–1,Santos,"23,451",Anderson Daronco,2,1,"https://fbref.com/en/matches/c64d096c/Sport-Recife-Santos-December-2-2018-Serie-A"">Match Report",49%,51%,84%,83%,38%,31%,50%,33%,21,1,12,627,28,13,14,20,5,7,21,39,21,1,6,626,22,10,15,13,0,7,26,44
753,Ceará,0–0,Vasco da Gama,"55,445",Raphael Claus,0,0,"https://fbref.com/en/matches/27fff7ca/Ceara-Vasco-da-Gama-December-2-2018-Serie-A"">Match Report",56%,44%,82%,80%,8%,13%,100%,100%,17,6,18,663,17,10,11,21,1,2,23,46,11,3,13,578,13,14,11,22,4,8,19,57
754,Bahia,0–0,Cruzeiro,"27,776",Bruno Arleu de Araujo,0,0,"https://fbref.com/en/matches/5ee6e11a/Bahia-Cruzeiro-December-2-2018-Serie-A"">Match Report",47%,54%,73%,80%,0%,18%,100%,%,18,7,21,542,29,13,21,17,0,6,17,52,15,8,23,627,23,13,14,30,3,15,22,67
755,Grêmio,1–0,Corinthians,"38,974",Ricardo Marques Ribeiro,1,0,"https://fbref.com/en/matches/d056f06e/Gremio-Corinthians-December-2-2018-Serie-A"">Match Report",53%,47%,88%,85%,30%,33%,100%,66%,11,7,12,732,22,11,17,26,1,2,17,48,15,5,10,666,16,12,9,15,0,6,24,49
756,Paraná,1–1,Internacional,"2,228",Rodrigo Carvalhaes de Miranda,1,1,"https://fbref.com/en/matches/927d131d/Parana-Internacional-December-2-2018-Serie-A"">Match Report",43%,57%,75%,78%,25%,13%,0%,75%,14,5,15,556,18,19,14,20,2,6,29,38,15,6,15,658,18,19,20,15,3,10,23,75
757,Palmeiras,3–2,Vitória,"41,256",Heber Roberto Lopes,3,2,"https://fbref.com/en/matches/9417e7fc/Palmeiras-Vitoria-December-2-2018-Serie-A"">Match Report",58%,42%,87%,82%,28%,19%,33%,42%,11,10,20,623,18,11,15,13,3,10,8,55,6,2,7,499,17,9,8,22,0,15,16,38
758,Fluminense,1–0,América (MG),"38,870",Rafael Traci,1,0,"https://fbref.com/en/matches/b69672ff/Fluminense-America-MG-December-2-2018-Serie-A"">Match Report",43%,57%,69%,78%,36%,32%,100%,75%,15,4,17,486,18,11,17,27,3,15,20,62,19,8,23,604,7,15,19,18,0,5,23,48
759,Chapecoense,1–0,São Paulo,"19,992",Wilton Sampaio,1,0,"https://fbref.com/en/matches/24809d76/Chapecoense-Sao-Paulo-December-2-2018-Serie-A"">Match Report",46%,54%,72%,80%,10%,14%,100%,0%,11,5,29,542,15,15,20,9,2,4,33,70,23,1,12,619,12,14,29,37,3,7,25,62
760,São Paulo,2–0,Botafogo (RJ),"26,533",Caio Max Augusto Vieira,2,0,"https://fbref.com/en/matches/e1867e7b/Sao-Paulo-Botafogo-RJ-April-27-2019-Serie-A"">Match Report",29%,71%,76%,89%,57%,18%,100%,50%,23,3,11,436,12,5,7,18,2,4,17,29,7,2,10,862,18,5,7,13,1,6,13,49
761,Chapecoense,2–0,Internacional,"8,231",Raphael Claus,2,0,"https://fbref.com/en/matches/3b7c1663/Chapecoense-Internacional-April-27-2019-Serie-A"">Match Report",43%,57%,77%,81%,58%,35%,100%,71%,15,3,12,600,18,15,19,24,0,14,32,64,11,5,25,719,21,9,23,8,2,5,28,64
762,Atlético Mineiro,2–1,Avaí,"10,531",Rodolpho Toski Marques,2,1,"https://fbref.com/en/matches/92511070/Atletico-Mineiro-Avai-April-27-2019-Serie-A"">Match Report",60%,40%,86%,79%,27%,29%,0%,33%,12,4,18,737,16,14,22,13,0,7,28,43,18,4,15,534,14,18,9,16,1,11,23,56
763,Flamengo,3–1,Cruzeiro,"35,016",Anderson Daronco,3,1,"https://fbref.com/en/matches/2b7cbdc9/Flamengo-Cruzeiro-April-27-2019-Serie-A"">Match Report",58%,42%,86%,80%,28%,50%,0%,40%,13,6,28,702,14,17,21,8,0,1,23,34,17,2,5,552,11,15,19,27,1,5,11,39
764,Grêmio,1–2,Santos,"32,318",Bruno Arleu de Araujo,1,2,"https://fbref.com/en/matches/24ae5ae7/Gremio-Santos-April-28-2019-Serie-A"">Match Report",65%,36%,83%,71%,42%,63%,60%,90%,12,12,30,831,23,14,18,11,2,4,25,51,18,2,10,560,12,21,11,39,1,10,24,46
765,Ceará,4–0,CSA,"12,550",Adriano Milevski,4,0,"https://fbref.com/en/matches/68e3e0d8/Ceara-CSA-April-28-2019-Serie-A"">Match Report",54%,46%,87%,82%,50%,17%,100%,37%,15,3,24,641,12,6,14,18,2,8,11,42,4,6,18,583,12,4,21,12,1,10,19,59
766,Atl Paranaense,4–1,Vasco da Gama,"12,275",Luiz Flávio de Oliveira,4,1,"https://fbref.com/en/matches/853f8904/Atletico-Paranaense-Vasco-da-Gama-April-28-2019-Serie-A"">Match Report",57%,43%,88%,86%,55%,36%,80%,72%,15,4,14,676,12,12,10,8,2,7,19,51,19,0,14,566,15,8,7,19,1,8,15,40
767,Bahia,3–2,Corinthians,"29,294",Wilton Sampaio,3,2,"https://fbref.com/en/matches/0da2aca1/Bahia-Corinthians-April-28-2019-Serie-A"">Match Report",43%,57%,75%,78%,40%,33%,33%,50%,17,4,22,551,21,12,34,20,1,4,24,41,5,4,10,668,18,11,23,21,0,10,23,69
768,Palmeiras,4–0,Fortaleza,"26,701",Braulio da Silva Machado,4,0,"https://fbref.com/en/matches/e7c665b2/Palmeiras-Fortaleza-April-28-2019-Serie-A"">Match Report",53%,47%,79%,80%,50%,63%,100%,66%,12,6,23,580,27,13,16,14,3,5,17,54,16,1,10,525,6,7,13,28,1,13,18,34
769,Fluminense,0–1,Goiás,"17,420",Dewson Fernando Freitas da Silva,0,1,"https://fbref.com/en/matches/2c5a9086/Fluminense-Goias-April-28-2019-Serie-A"">Match Report",72%,29%,90%,70%,27%,25%,50%,75%,14,5,28,781,11,3,15,9,1,7,20,29,9,5,16,399,16,9,14,26,0,7,13,50
770,Internacional,2–1,Flamengo,"37,001",Flavio Rodrigues De Souza,2,1,"https://fbref.com/en/matches/fd884122/Internacional-Flamengo-May-1-2019-Serie-A"">Match Report",46%,54%,81%,81%,41%,50%,66%,71%,8,4,15,636,18,11,18,21,1,6,22,57,9,5,14,690,25,13,19,16,3,8,13,50
771,Corinthians,1–0,Chapecoense,"30,442",Ricardo Marques Ribeiro,1,0,"https://fbref.com/en/matches/87cdcb36/Corinthians-Chapecoense-May-1-2019-Serie-A"">Match Report",52%,48%,82%,78%,33%,20%,50%,75%,14,7,20,624,27,7,23,13,1,10,24,54,10,2,11,596,22,10,31,24,1,9,26,53
772,CSA,1–1,Palmeiras,"15,735",Caio Max Augusto Vieira,1,1,"https://fbref.com/en/matches/7be3236f/CSA-Palmeiras-May-1-2019-Serie-A"">Match Report",%,100%,100%,100%,0%,0%,,,,,,1,,,,,,,,,,,,2,,,,,,,,
773,Cruzeiro,1–0,Ceará,"22,677",Wagner Reway,1,0,"https://fbref.com/en/matches/0d2bc1dd/Cruzeiro-Ceara-May-1-2019-Serie-A"">Match Report",59%,41%,88%,82%,36%,29%,100%,75%,10,2,22,799,13,12,14,15,1,5,21,49,12,3,16,603,17,6,20,24,2,11,18,46
774,Avaí,1–1,Grêmio,"12,181",Wagner do Nascimento Magalhaes,1,1,"https://fbref.com/en/matches/17afacc8/Avai-Gremio-May-1-2019-Serie-A"">Match Report",44%,56%,73%,79%,23%,50%,50%,100%,15,11,25,590,23,18,25,17,0,7,21,47,17,4,14,698,24,15,17,18,0,10,16,65
775,Goiás,1–2,São Paulo,"29,644",Rafael Traci,1,2,"https://fbref.com/en/matches/1dd0de1b/Goias-Sao-Paulo-May-1-2019-Serie-A"">Match Report",47%,53%,83%,87%,15%,36%,60%,50%,15,5,23,561,13,9,13,16,1,7,21,57,12,10,19,631,16,8,13,19,1,11,18,40
776,Fortaleza,2–1,Atl Paranaense,"20,578",Marcelo de Lima Henrique,2,1,"https://fbref.com/en/matches/b9474904/Fortaleza-Atletico-Paranaense-May-1-2019-Serie-A"">Match Report",36%,64%,80%,90%,26%,40%,75%,60%,12,2,12,450,13,12,20,24,1,15,18,44,19,7,25,665,6,6,12,12,0,7,8,34
777,Vasco da Gama,1–2,Atlético Mineiro,"6,745",Raphael Claus,1,2,"https://fbref.com/en/matches/baba4abd/Vasco-da-Gama-Atletico-Mineiro-May-1-2019-Serie-A"">Match Report",51%,49%,84%,83%,19%,29%,50%,50%,12,8,33,678,18,9,16,14,0,6,21,32,9,4,13,653,20,17,18,24,1,12,12,49
778,Santos,2–1,Fluminense,"10,564",Wilton Sampaio,2,1,"https://fbref.com/en/matches/20fd2d7a/Santos-Fluminense-May-2-2019-Serie-A"">Match Report",43%,57%,82%,85%,45%,40%,75%,80%,25,6,19,579,17,10,6,13,1,4,26,45,14,1,9,717,14,8,12,18,3,13,14,34
779,Botafogo (RJ),3–2,Bahia,"7,568",Luiz Flávio de Oliveira,3,2,"https://fbref.com/en/matches/306067fa/Botafogo-RJ-Bahia-May-2-2019-Serie-A"">Match Report",53%,47%,81%,79%,56%,20%,50%,20%,11,3,13,666,15,8,25,22,0,13,19,73,15,6,20,615,12,7,29,14,4,7,23,45
780,Palmeiras,1–0,Internacional,"31,549",Wagner do Nascimento Magalhaes,1,0,"https://fbref.com/en/matches/e49ae52a/Palmeiras-Internacional-May-4-2019-Serie-A"">Match Report",35%,65%,73%,83%,38%,30%,66%,60%,15,4,11,472,26,14,26,32,0,7,23,45,18,5,26,684,23,11,18,6,0,6,28,51
781,Vasco da Gama,1–1,Corinthians,"25,779",Rodrigo D'Alonso Ferreira,1,1,"https://fbref.com/en/matches/0f782f06/Vasco-da-Gama-Corinthians-May-4-2019-Serie-A"">Match Report",47%,53%,81%,84%,31%,18%,50%,75%,21,8,26,500,14,11,9,9,0,8,20,47,8,2,10,571,11,11,20,19,0,7,18,45
782,Ceará,1–2,Atlético Mineiro,"16,815",Flavio Rodrigues De Souza,1,2,"https://fbref.com/en/matches/3a952f6a/Ceara-Atletico-Mineiro-May-4-2019-Serie-A"">Match Report",47%,53%,84%,87%,30%,40%,66%,66%,12,6,27,598,12,10,11,13,1,8,18,38,7,4,11,695,8,10,17,27,1,5,17,62
783,Chapecoense,1–1,Atl Paranaense,"6,433",Vinicius Gonçalves Dias Araujo,1,1,"https://fbref.com/en/matches/46c23c5b/Chapecoense-Atletico-Paranaense-May-5-2019-Serie-A"">Match Report",51%,49%,85%,85%,31%,35%,83%,80%,16,8,35,572,14,9,15,12,1,12,11,68,17,3,11,579,14,7,7,22,2,10,18,47
784,CSA,0–0,Santos,"10,313",Rodolpho Toski Marques,0,0,"https://fbref.com/en/matches/aab6d2b6/CSA-Santos-May-5-2019-Serie-A"">Match Report",29%,71%,67%,85%,36%,41%,100%,75%,11,2,13,436,22,9,15,27,1,11,12,64,13,12,23,798,10,3,17,8,1,6,17,53
785,Botafogo (RJ),1–0,Fortaleza,"13,749",Wagner Reway,1,0,"https://fbref.com/en/matches/71f1cc29/Botafogo-RJ-Fortaleza-May-5-2019-Serie-A"">Match Report",57%,43%,89%,88%,44%,21%,100%,75%,10,7,20,711,25,5,19,20,0,7,15,51,16,4,17,578,12,12,18,18,1,6,13,53
786,Cruzeiro,2–1,Goiás,"19,735",Rodrigo Carvalhaes de Miranda,2,1,"https://fbref.com/en/matches/d69deb38/Cruzeiro-Goias-May-5-2019-Serie-A"">Match Report",61%,39%,87%,80%,35%,36%,60%,57%,14,5,32,701,11,6,24,22,1,10,14,45,10,4,18,538,12,17,14,35,1,13,9,56
787,São Paulo,1–1,Flamengo,"38,749",Ricardo Marques Ribeiro,1,1,"https://fbref.com/en/matches/6263b729/Sao-Paulo-Flamengo-May-5-2019-Serie-A"">Match Report",65%,35%,88%,71%,50%,11%,0%,90%,16,6,25,659,12,6,17,10,0,4,20,38,15,2,4,420,17,5,11,28,2,13,17,58
788,Grêmio,4–5,Fluminense,"8,390",Raphael Claus,4,5,"https://fbref.com/en/matches/1c6d5b34/Gremio-Fluminense-May-5-2019-Serie-A"">Match Report",52%,48%,87%,84%,54%,71%,58%,42%,8,8,14,742,23,13,13,25,1,5,17,49,10,8,23,672,22,8,13,12,0,7,13,32
789,Bahia,1–0,Avaí,"18,673",Bruno Arleu de Araujo,1,0,"https://fbref.com/en/matches/6f24627c/Bahia-Avai-May-5-2019-Serie-A"">Match Report",52%,48%,75%,77%,55%,11%,100%,90%,27,9,25,596,20,10,26,14,0,10,20,52,15,1,15,607,21,16,31,30,1,12,31,63
790,Fluminense,0–1,Botafogo (RJ),"24,600",Marcelo Aparecido Ribeiro De Souza,0,1,"https://fbref.com/en/matches/4d5bebe7/Fluminense-Botafogo-RJ-May-11-2019-Serie-A"">Match Report",63%,37%,91%,82%,30%,33%,66%,85%,16,8,30,688,11,6,6,7,4,8,18,25,12,3,7,468,20,3,12,31,4,14,10,46
791,Corinthians,0–0,Grêmio,"36,360",Marcelo de Lima Henrique,0,0,"https://fbref.com/en/matches/94e6ee95/Corinthians-Gremio-May-11-2019-Serie-A"">Match Report",48%,52%,81%,83%,36%,25%,100%,100%,13,3,11,665,21,9,19,14,0,7,17,55,19,2,13,699,24,12,19,15,1,8,14,62
792,Goiás,2–1,Ceará,"9,493",Caio Max Augusto Vieira,2,1,"https://fbref.com/en/matches/2ebf54ca/Goias-Ceara-May-11-2019-Serie-A"">Match Report",38%,63%,80%,82%,50%,21%,66%,66%,20,2,15,499,14,10,8,41,2,7,25,58,12,7,30,676,13,5,23,17,2,7,29,58
793,Flamengo,2–1,Chapecoense,"61,023",Jean Pierre Goncalves Lima,2,1,"https://fbref.com/en/matches/e37794e4/Flamengo-Chapecoense-May-12-2019-Serie-A"">Match Report",56%,44%,86%,89%,37%,35%,85%,71%,18,7,16,637,27,5,9,10,1,11,18,50,9,4,14,582,12,10,16,21,1,7,11,29
794,Santos,3–0,Vasco da Gama,"12,952",Paulo Roberto Alves Júnior,3,0,"https://fbref.com/en/matches/2f509a98/Santos-Vasco-da-Gama-May-12-2019-Serie-A"">Match Report",56%,45%,79%,76%,35%,33%,100%,50%,18,8,17,642,15,21,7,13,1,5,24,50,11,5,18,546,15,14,15,18,5,16,18,54
795,Internacional,3–1,Cruzeiro,"21,483",Raphael Claus,3,1,"https://fbref.com/en/matches/1d454a7c/Internacional-Cruzeiro-May-12-2019-Serie-A"">Match Report",53%,47%,84%,82%,31%,43%,83%,20%,10,4,14,673,16,10,11,15,0,5,15,66,14,3,10,606,20,6,12,19,0,9,19,47
796,Atlético Mineiro,0–2,Palmeiras,"24,368",Anderson Daronco,0,2,"https://fbref.com/en/matches/47527f3c/Atletico-Mineiro-Palmeiras-May-12-2019-Serie-A"">Match Report",%,100%,%,100%,0%,%,,,,,,0,,,,,,,,,,,,4,,,,,,,,
797,Atl Paranaense,1–0,Bahia,"10,510",Savio Pereira,1,0,"https://fbref.com/en/matches/6f109958/Atletico-Paranaense-Bahia-May-12-2019-Serie-A"">Match Report",63%,37%,87%,80%,50%,31%,100%,88%,13,8,17,731,9,14,12,26,3,6,19,69,14,6,22,504,18,9,27,35,2,6,15,35
798,Avaí,0–0,CSA,"4,852",Dewson Fernando Freitas da Silva,0,0,"https://fbref.com/en/matches/cde95e78/Avai-CSA-May-12-2019-Serie-A"">Match Report",60%,40%,86%,74%,19%,25%,100%,100%,14,6,35,759,3,14,20,7,4,7,23,60,18,0,9,561,25,12,17,30,0,9,15,66
799,Fortaleza,0–1,São Paulo,"42,955",Wilton Sampaio,0,1,"https://fbref.com/en/matches/5bfda5bf/Fortaleza-Sao-Paulo-May-12-2019-Serie-A"">Match Report",53%,47%,88%,88%,25%,25%,50%,100%,12,6,20,648,16,6,9,15,2,5,20,50,14,4,11,606,11,7,14,22,0,8,18,37
