,HT,Score,AT,attendance,referee,HomeGoals,AwayGoals,match_report_link,Home_Poss,Away_Poss,Home_PA,Away_PA,Home_ShoT,Away_ShoT,Home_Saves,Away_Saves
1116,Atlético Mineiro,2–1,Corinthians,"18,062",Paulo Roberto Alves Júnior,2,1,"https://fbref.com/en/matches/b8732828/Atletico-Mineiro-Corinthians-December-1-2019-Serie-A"">Match Report",41%,59%,73%,82%,64%,31%,75%,77%
1117,Grêmio,3–0,São Paulo,"22,039",Marcelo de Lima Henrique,3,0,"https://fbref.com/en/matches/f9e07b3d/Gremio-Sao-Paulo-December-1-2019-Serie-A"">Match Report",43%,58%,80%,85%,25%,10%,100%,33%
1118,Santos,2–0,Chapecoense,"6,961",Marielson Alves Silva,2,0,"https://fbref.com/en/matches/7c64eb6c/Santos-Chapecoense-December-1-2019-Serie-A"">Match Report",67%,33%,89%,78%,45%,0%,%,60%
1119,Vasco da Gama,1–0,Cruzeiro,"19,796",Wilton Sampaio,1,0,"https://fbref.com/en/matches/0b32e342/Vasco-da-Gama-Cruzeiro-December-2-2019-Serie-A"">Match Report",41%,59%,73%,80%,17%,7%,100%,0%
1120,Atl Paranaense,1–0,Santos,"29,746",Anderson Daronco,1,0,"https://fbref.com/en/matches/378c5b77/Atletico-Paranaense-Santos-December-4-2019-Serie-A"">Match Report",51%,49%,80%,84%,33%,33%,100%,66%
1121,Ceará,0–1,Corinthians,"49,200",Rafael Traci,0,1,"https://fbref.com/en/matches/7eec4f49/Ceara-Corinthians-December-4-2019-Serie-A"">Match Report",36%,64%,74%,87%,22%,16%,33%,100%
1122,Atlético Mineiro,2–0,Botafogo (RJ),"27,924",Leandro Pedro Vuaden,2,0,"https://fbref.com/en/matches/ffa68979/Atletico-Mineiro-Botafogo-RJ-December-4-2019-Serie-A"">Match Report",48%,52%,82%,83%,30%,46%,100%,75%
1123,Chapecoense,3–0,CSA,"2,411",Alexandre Vargas Tavares de Jesus,3,0,"https://fbref.com/en/matches/b9745012/Chapecoense-CSA-December-4-2019-Serie-A"">Match Report",56%,44%,87%,85%,32%,30%,100%,50%
1124,Fluminense,0–0,Fortaleza,"39,965",Raphael Claus,0,0,"https://fbref.com/en/matches/72b1bf6e/Fluminense-Fortaleza-December-4-2019-Serie-A"">Match Report",59%,42%,88%,87%,23%,31%,100%,100%
1125,São Paulo,2–1,Internacional,"30,822",Braulio da Silva Machado,2,1,"https://fbref.com/en/matches/62d373ce/Sao-Paulo-Internacional-December-4-2019-Serie-A"">Match Report",42%,58%,79%,84%,42%,17%,50%,75%
1126,Bahia,1–1,Vasco da Gama,"25,148",Felipe Fernandes de Lima,1,1,"https://fbref.com/en/matches/6de4648c/Bahia-Vasco-da-Gama-December-5-2019-Serie-A"">Match Report",47%,54%,86%,89%,27%,40%,75%,75%
1127,Palmeiras,5–1,Goiás,"6,779",Bruno Arleu de Araujo,5,1,"https://fbref.com/en/matches/394cfe96/Palmeiras-Goias-December-5-2019-Serie-A"">Match Report",44%,56%,85%,87%,60%,30%,66%,16%
1128,Grêmio,2–0,Cruzeiro,"18,306",André Luiz de Freitas Castro,2,0,"https://fbref.com/en/matches/a8181434/Gremio-Cruzeiro-December-5-2019-Serie-A"">Match Report",62%,38%,86%,79%,50%,15%,100%,71%
1129,Flamengo,6–1,Avaí,"64,648",Jefferson Ferreira de Moraes,6,1,"https://fbref.com/en/matches/51170439/Flamengo-Avai-December-5-2019-Serie-A"">Match Report",68%,32%,89%,72%,62%,38%,66%,53%
1130,Corinthians,1–2,Fluminense,"36,316",Rodrigo D'Alonso Ferreira,1,2,"https://fbref.com/en/matches/2fd56ba1/Corinthians-Fluminense-December-8-2019-Serie-A"">Match Report",60%,40%,85%,78%,19%,30%,33%,100%
1131,CSA,1–2,São Paulo,"7,810",Alisson Sidnei Furtado,1,2,"https://fbref.com/en/matches/33d42c0e/CSA-Sao-Paulo-December-8-2019-Serie-A"">Match Report",43%,57%,88%,90%,25%,31%,50%,83%
1132,Goiás,3–2,Grêmio,"7,145",Ricardo Marques Ribeiro,3,2,"https://fbref.com/en/matches/41189c81/Goias-Gremio-December-8-2019-Serie-A"">Match Report",45%,55%,80%,81%,33%,43%,66%,50%
1133,Internacional,2–1,Atlético Mineiro,"18,616",Savio Pereira,2,1,"https://fbref.com/en/matches/b8dd74d0/Internacional-Atletico-Mineiro-December-8-2019-Serie-A"">Match Report",65%,35%,83%,72%,40%,40%,75%,62%
1134,Vasco da Gama,1–1,Chapecoense,"61,021",Pablo Ramón Goncalves Pinheiro,1,1,"https://fbref.com/en/matches/f87daf65/Vasco-da-Gama-Chapecoense-December-8-2019-Serie-A"">Match Report",52%,48%,84%,84%,29%,22%,50%,85%
1135,Botafogo (RJ),1–1,Ceará,"25,900",Luiz Flávio de Oliveira,1,1,"https://fbref.com/en/matches/d06e386b/Botafogo-RJ-Ceara-December-8-2019-Serie-A"">Match Report",50%,50%,85%,78%,13%,14%,50%,50%
1136,Cruzeiro,0–2,Palmeiras,"24,035",Marcelo de Lima Henrique,0,2,"https://fbref.com/en/matches/2748b238/Cruzeiro-Palmeiras-December-8-2019-Serie-A"">Match Report",57%,43%,87%,82%,33%,57%,75%,100%
1137,Avaí,0–0,Atl Paranaense,"2,445",Dyorgines José Padovani Andrade,0,0,"https://fbref.com/en/matches/672e286b/Avai-Atletico-Paranaense-December-8-2019-Serie-A"">Match Report",,,,,,,,
1138,Santos,4–0,Flamengo,"13,310",Paulo Roberto Alves Júnior,4,0,"https://fbref.com/en/matches/b3d786bc/Santos-Flamengo-December-8-2019-Serie-A"">Match Report",51%,49%,82%,82%,38%,20%,100%,50%
1139,Fortaleza,2–1,Bahia,"52,552",Wagner do Nascimento Magalhaes,2,1,"https://fbref.com/en/matches/90041ca6/Fortaleza-Bahia-December-8-2019-Serie-A"">Match Report",57%,43%,85%,76%,50%,36%,75%,50%
1140,Fortaleza,0–2,Atl Paranaense,,Braulio da Silva Machado,0,2,"https://fbref.com/en/matches/2c1c4b44/Fortaleza-Atletico-Paranaense-August-8-2020-Serie-A"">Match Report",43%,57%,85%,90%,30%,38%,60%,100%
1141,Coritiba,0–1,Internacional,,Bruno Arleu de Araujo,0,1,"https://fbref.com/en/matches/925d7162/Coritiba-Internacional-August-8-2020-Serie-A"">Match Report",36%,64%,72%,82%,0%,50%,75%,%
1142,Sport Recife,3–2,Ceará,,Edina Alves Batista,3,2,"https://fbref.com/en/matches/ee68521b/Sport-Recife-Ceara-August-8-2020-Serie-A"">Match Report",32%,68%,70%,87%,75%,100%,0%,0%
1143,Flamengo,0–1,Atlético Mineiro,,Raphael Claus,0,1,"https://fbref.com/en/matches/b50ee6cb/Flamengo-Atletico-Mineiro-August-9-2020-Serie-A"">Match Report",63%,37%,81%,71%,12%,40%,100%,100%
1144,Santos,1–1,Bragantino,,Ricardo Marques Ribeiro,1,1,"https://fbref.com/en/matches/a96181ed/Santos-Bragantino-August-9-2020-Serie-A"">Match Report",54%,46%,82%,81%,40%,33%,83%,75%
1145,Grêmio,1–0,Fluminense,,Wilton Sampaio,1,0,"https://fbref.com/en/matches/2e5ac90f/Gremio-Fluminense-August-9-2020-Serie-A"">Match Report",52%,48%,81%,82%,27%,40%,100%,75%
1146,Bragantino,1–1,Botafogo (RJ),,André Luiz de Freitas Castro,1,1,"https://fbref.com/en/matches/ac40606f/Bragantino-Botafogo-RJ-August-12-2020-Serie-A"">Match Report",55%,45%,89%,83%,35%,33%,66%,87%
1147,Atlético Mineiro,3–2,Corinthians,,Wagner do Nascimento Magalhaes,3,2,"https://fbref.com/en/matches/54ea5b5e/Atletico-Mineiro-Corinthians-August-12-2020-Serie-A"">Match Report",56%,45%,82%,76%,54%,71%,40%,71%
1148,Atl Paranaense,2–1,Goiás,,Diego Pombo Lopez,2,1,"https://fbref.com/en/matches/96723a01/Atletico-Paranaense-Goias-August-12-2020-Serie-A"">Match Report",79%,22%,92%,73%,21%,23%,66%,50%
1149,Atl Goianiense,3–0,Flamengo,,Luiz Flávio de Oliveira,3,0,"https://fbref.com/en/matches/fba51bf4/Atletico-Goianiense-Flamengo-August-12-2020-Serie-A"">Match Report",35%,65%,73%,89%,54%,38%,100%,57%
1150,Bahia,1–0,Coritiba,,Flavio Rodrigues De Souza,1,0,"https://fbref.com/en/matches/7248b503/Bahia-Coritiba-August-12-2020-Serie-A"">Match Report",46%,54%,81%,85%,50%,21%,100%,66%
1151,Fluminense,1–1,Palmeiras,,Rafael Traci,1,1,"https://fbref.com/en/matches/85783df6/Fluminense-Palmeiras-August-12-2020-Serie-A"">Match Report",52%,48%,83%,82%,10%,11%,0%,0%
1152,Ceará,1–1,Grêmio,,Caio Max Augusto Vieira,1,1,"https://fbref.com/en/matches/40af6a9c/Ceara-Gremio-August-12-2020-Serie-A"">Match Report",42%,58%,81%,87%,45%,57%,87%,80%
1153,São Paulo,1–0,Fortaleza,,Leandro Pedro Vuaden,1,0,"https://fbref.com/en/matches/cf3cc64a/Sao-Paulo-Fortaleza-August-13-2020-Serie-A"">Match Report",52%,48%,87%,86%,23%,33%,75%,66%
1154,Internacional,2–0,Santos,,Marcelo de Lima Henrique,2,0,"https://fbref.com/en/matches/79ecb405/Internacional-Santos-August-13-2020-Serie-A"">Match Report",58%,42%,84%,80%,28%,17%,100%,71%
1155,Vasco da Gama,2–0,Sport Recife,,Rodolpho Toski Marques,2,0,"https://fbref.com/en/matches/7fa37eda/Vasco-da-Gama-Sport-Recife-August-13-2020-Serie-A"">Match Report",46%,54%,83%,84%,67%,8%,100%,66%
1156,Grêmio,0–0,Corinthians,,Bruno Arleu de Araujo,0,0,"https://fbref.com/en/matches/a335cad2/Gremio-Corinthians-August-15-2020-Serie-A"">Match Report",47%,53%,87%,88%,33%,40%,100%,87%
1157,Coritiba,0–1,Flamengo,,Rodrigo D'Alonso Ferreira,0,1,"https://fbref.com/en/matches/31e88155/Coritiba-Flamengo-August-15-2020-Serie-A"">Match Report",33%,67%,75%,89%,38%,44%,75%,100%
1158,Palmeiras,1–1,Goiás,,Paulo Roberto Alves Júnior,1,1,"https://fbref.com/en/matches/75ddaed1/Palmeiras-Goias-August-15-2020-Serie-A"">Match Report",67%,33%,87%,75%,25%,55%,66%,66%
1159,Atlético Mineiro,2–0,Ceará,,Savio Pereira,2,0,"https://fbref.com/en/matches/5ce07474/Atletico-Mineiro-Ceara-August-16-2020-Serie-A"">Match Report",61%,39%,83%,77%,50%,7%,100%,50%
1160,Bahia,2–1,Bragantino,,Felipe Fernandes de Lima,2,1,"https://fbref.com/en/matches/e0af57ea/Bahia-Bragantino-August-16-2020-Serie-A"">Match Report",42%,58%,75%,82%,50%,18%,66%,40%
1161,Vasco da Gama,2–1,São Paulo,,Wilton Sampaio,2,1,"https://fbref.com/en/matches/c9fe2c17/Vasco-da-Gama-Sao-Paulo-August-16-2020-Serie-A"">Match Report",41%,60%,82%,87%,38%,54%,57%,33%
1162,Fluminense,2–1,Internacional,,Raphael Claus,2,1,"https://fbref.com/en/matches/cd162990/Fluminense-Internacional-August-16-2020-Serie-A"">Match Report",44%,57%,76%,78%,70%,33%,33%,42%
1163,Atl Goianiense,1–1,Sport Recife,,Grazianni Maciel Rocha,1,1,"https://fbref.com/en/matches/a91d8d20/Atletico-Goianiense-Sport-Recife-August-16-2020-Serie-A"">Match Report",32%,68%,67%,83%,36%,29%,60%,75%
1164,Fortaleza,0–0,Botafogo (RJ),,Marielson Alves Silva,0,0,"https://fbref.com/en/matches/9234a72e/Fortaleza-Botafogo-RJ-August-16-2020-Serie-A"">Match Report",58%,42%,91%,87%,8%,40%,100%,100%
1165,Santos,3–1,Atl Paranaense,,Anderson Daronco,3,1,"https://fbref.com/en/matches/9d4037a0/Santos-Atletico-Paranaense-August-16-2020-Serie-A"">Match Report",33%,67%,77%,89%,55%,15%,50%,50%
1166,Flamengo,1–1,Grêmio,,Rafael Traci,1,1,"https://fbref.com/en/matches/57597954/Flamengo-Gremio-August-19-2020-Serie-A"">Match Report",60%,40%,88%,80%,38%,20%,50%,33%
1167,Bragantino,2–1,Fluminense,,Jean Pierre Goncalves Lima,2,1,"https://fbref.com/en/matches/3394a735/Bragantino-Fluminense-August-19-2020-Serie-A"">Match Report",52%,48%,82%,80%,31%,44%,75%,25%
1168,Atl Paranaense,0–1,Palmeiras,,Caio Max Augusto Vieira,0,1,"https://fbref.com/en/matches/aeeceb4b/Atletico-Paranaense-Palmeiras-August-19-2020-Serie-A"">Match Report",56%,44%,80%,78%,0%,30%,66%,%
1169,Internacional,3–0,Atl Goianiense,,Wagner Reway,3,0,"https://fbref.com/en/matches/fff84a6d/Internacional-Atletico-Goianiense-August-19-2020-Serie-A"">Match Report",57%,43%,84%,73%,45%,25%,50%,40%
1170,Goiás,1–3,Fortaleza,,Dyorgines José Padovani Andrade,1,3,"https://fbref.com/en/matches/78d8f023/Goias-Fortaleza-August-19-2020-Serie-A"">Match Report",47%,53%,79%,79%,36%,23%,0%,60%
1171,Corinthians,3–1,Coritiba,,Braulio da Silva Machado,3,1,"https://fbref.com/en/matches/9cf22477/Corinthians-Coritiba-August-19-2020-Serie-A"">Match Report",63%,37%,92%,83%,57%,44%,75%,69%
1172,Botafogo (RJ),2–1,Atlético Mineiro,,Flavio Rodrigues De Souza,2,1,"https://fbref.com/en/matches/dd1656fd/Botafogo-RJ-Atletico-Mineiro-August-19-2020-Serie-A"">Match Report",26%,74%,63%,87%,50%,29%,88%,60%
1173,Sport Recife,0–1,Santos,,Jose Mendonca da Silva Junior,0,1,"https://fbref.com/en/matches/534de082/Sport-Recife-Santos-August-20-2020-Serie-A"">Match Report",41%,59%,77%,85%,42%,31%,80%,100%
1174,Ceará,0–3,Vasco da Gama,,Thiago Duarte Peixoto,0,3,"https://fbref.com/en/matches/ae0a6ee3/Ceara-Vasco-da-Gama-August-20-2020-Serie-A"">Match Report",58%,42%,86%,81%,9%,80%,25%,100%
1175,São Paulo,1–1,Bahia,,Rodrigo Carvalhaes de Miranda,1,1,"https://fbref.com/en/matches/000a7a7e/Sao-Paulo-Bahia-August-20-2020-Serie-A"">Match Report",68%,32%,91%,68%,25%,56%,60%,66%
1176,Atl Paranaense,0–1,Fluminense,,Daniel Nobre Bins,0,1,"https://fbref.com/en/matches/263bfa2d/Atletico-Paranaense-Fluminense-August-22-2020-Serie-A"">Match Report",65%,35%,87%,74%,36%,36%,50%,100%
1177,Internacional,1–0,Atlético Mineiro,,Luiz Flávio de Oliveira,1,0,"https://fbref.com/en/matches/23c85ed3/Internacional-Atletico-Mineiro-August-22-2020-Serie-A"">Match Report",33%,67%,62%,81%,67%,9%,0%,50%
1178,Goiás,2–0,Atl Goianiense,,Wilton Sampaio,2,0,"https://fbref.com/en/matches/204ef735/Goias-Atletico-Goianiense-August-22-2020-Serie-A"">Match Report",34%,66%,68%,82%,33%,25%,100%,0%
1179,Flamengo,1–1,Botafogo (RJ),,Leandro Pedro Vuaden,1,1,"https://fbref.com/en/matches/31374137/Flamengo-Botafogo-RJ-August-23-2020-Serie-A"">Match Report",67%,33%,89%,78%,33%,14%,0%,80%
1180,Palmeiras,2–1,Santos,,Vinicius Gonçalves Dias Araujo,2,1,"https://fbref.com/en/matches/ef4568b6/Palmeiras-Santos-August-23-2020-Serie-A"">Match Report",49%,51%,78%,75%,28%,20%,100%,60%
1181,Bragantino,1–2,Coritiba,,Gilberto Rodrigues Castro Junior,1,2,"https://fbref.com/en/matches/80f73493/Bragantino-Coritiba-August-23-2020-Serie-A"">Match Report",47%,53%,81%,75%,13%,57%,50%,50%
1182,Vasco da Gama,0–0,Grêmio,,Savio Pereira,0,0,"https://fbref.com/en/matches/191a9315/Vasco-da-Gama-Gremio-August-23-2020-Serie-A"">Match Report",47%,53%,81%,83%,30%,29%,100%,100%
1183,Sport Recife,0–1,São Paulo,,Rodrigo D'Alonso Ferreira,0,1,"https://fbref.com/en/matches/0680a072/Sport-Recife-Sao-Paulo-August-23-2020-Serie-A"">Match Report",55%,45%,87%,84%,20%,36%,75%,100%
1184,Ceará,2–0,Bahia,,Wagner do Nascimento Magalhaes,2,0,"https://fbref.com/en/matches/8e989907/Ceara-Bahia-August-23-2020-Serie-A"">Match Report",38%,62%,77%,85%,36%,44%,100%,50%
1185,São Paulo,1–0,Atl Paranaense,,Marcelo de Lima Henrique,1,0,"https://fbref.com/en/matches/aea94505/Sao-Paulo-Atletico-Paranaense-August-26-2020-Serie-A"">Match Report",57%,43%,88%,81%,31%,60%,100%,100%
1186,Corinthians,1–1,Fortaleza,,Rodolpho Toski Marques,1,1,"https://fbref.com/en/matches/7ec6afe5/Corinthians-Fortaleza-August-26-2020-Serie-A"">Match Report",59%,41%,86%,81%,33%,27%,66%,85%
1187,Botafogo (RJ),0–2,Internacional,,Thiago Duarte Peixoto,0,2,"https://fbref.com/en/matches/e81dc3c6/Botafogo-RJ-Internacional-August-29-2020-Serie-A"">Match Report",49%,51%,84%,86%,50%,57%,50%,50%
1188,Fluminense,2–1,Vasco da Gama,,Braulio da Silva Machado,2,1,"https://fbref.com/en/matches/b40866be/Fluminense-Vasco-da-Gama-August-29-2020-Serie-A"">Match Report",46%,54%,86%,85%,25%,44%,75%,33%
1189,Bahia,1–1,Palmeiras,,Bruno Arleu de Araujo,1,1,"https://fbref.com/en/matches/d34d0920/Bahia-Palmeiras-August-29-2020-Serie-A"">Match Report",49%,51%,83%,81%,11%,45%,80%,0%
1190,Fortaleza,3–0,Bragantino,,Rafael Traci,3,0,"https://fbref.com/en/matches/6c1d2632/Fortaleza-Bragantino-August-29-2020-Serie-A"">Match Report",59%,41%,87%,83%,54%,33%,100%,42%
1191,São Paulo,2–1,Corinthians,,Flavio Rodrigues De Souza,2,1,"https://fbref.com/en/matches/7acb3cf7/Classico-Majestoso-Sao-Paulo-Corinthians-August-30-2020-Serie-A"">Match Report",54%,47%,86%,78%,36%,71%,80%,60%
1192,Santos,0–1,Flamengo,,Wilton Sampaio,0,1,"https://fbref.com/en/matches/c2c26db3/Santos-Flamengo-August-30-2020-Serie-A"">Match Report",52%,48%,85%,80%,23%,60%,83%,100%
1193,Coritiba,1–0,Sport Recife,,Raphael Claus,1,0,"https://fbref.com/en/matches/10885b14/Coritiba-Sport-Recife-August-30-2020-Serie-A"">Match Report",58%,42%,86%,79%,23%,29%,50%,66%
1194,Atl Goianiense,0–2,Ceará,,Igor Junior Benevenuto,0,2,"https://fbref.com/en/matches/7d4a03dd/Atletico-Goianiense-Ceara-August-30-2020-Serie-A"">Match Report",54%,46%,80%,73%,29%,40%,50%,100%
1195,Ceará,1–0,Fortaleza,,Luiz Flávio de Oliveira,1,0,"https://fbref.com/en/matches/0acda5da/Ceara-Fortaleza-September-2-2020-Serie-A"">Match Report",27%,73%,71%,85%,44%,0%,%,75%
1196,Goiás,1–2,Corinthians,,Jose Mendonca da Silva Junior,1,2,"https://fbref.com/en/matches/b590bed3/Goias-Corinthians-September-2-2020-Serie-A"">Match Report",46%,54%,85%,87%,27%,36%,75%,100%
1197,Fluminense,1–1,Atl Goianiense,,Marielson Alves Silva,1,1,"https://fbref.com/en/matches/8236c867/Fluminense-Atletico-Goianiense-September-2-2020-Serie-A"">Match Report",43%,57%,78%,85%,36%,18%,66%,75%
1198,Bahia,3–5,Flamengo,,Savio Pereira,3,5,"https://fbref.com/en/matches/02951d5e/Bahia-Flamengo-September-2-2020-Serie-A"">Match Report",42%,58%,83%,86%,44%,45%,33%,42%
1199,Botafogo (RJ),0–0,Coritiba,,Felipe Fernandes de Lima,0,0,"https://fbref.com/en/matches/3f7225a6/Botafogo-RJ-Coritiba-September-2-2020-Serie-A"">Match Report",55%,45%,84%,80%,35%,43%,100%,83%
1200,Atl Paranaense,1–1,Bragantino,,Wagner do Nascimento Magalhaes,1,1,"https://fbref.com/en/matches/56cdc4ae/Atletico-Paranaense-Bragantino-September-2-2020-Serie-A"">Match Report",58%,42%,84%,77%,50%,17%,66%,66%
1201,Santos,2–2,Vasco da Gama,,Rodrigo D'Alonso Ferreira,2,2,"https://fbref.com/en/matches/1f3da7a1/Santos-Vasco-da-Gama-September-2-2020-Serie-A"">Match Report",61%,39%,85%,76%,45%,33%,33%,60%
1202,Palmeiras,1–1,Internacional,,Wilton Sampaio,1,1,"https://fbref.com/en/matches/b3da9298/Palmeiras-Internacional-September-2-2020-Serie-A"">Match Report",50%,50%,73%,73%,9%,25%,50%,0%
1203,Grêmio,1–2,Sport Recife,,Dyorgines José Padovani Andrade,1,2,"https://fbref.com/en/matches/ded94a99/Gremio-Sport-Recife-September-3-2020-Serie-A"">Match Report",72%,28%,86%,60%,29%,60%,33%,75%
1204,Atlético Mineiro,3–0,São Paulo,,Jean Pierre Goncalves Lima,3,0,"https://fbref.com/en/matches/2047917b/Atletico-Mineiro-Sao-Paulo-September-3-2020-Serie-A"">Match Report",51%,49%,82%,79%,57%,46%,66%,62%
1205,Flamengo,2–1,Fortaleza,,Flavio Rodrigues De Souza,2,1,"https://fbref.com/en/matches/e0f65699/Flamengo-Fortaleza-September-5-2020-Serie-A"">Match Report",62%,38%,88%,81%,50%,50%,50%,66%
1206,Corinthians,2–2,Botafogo (RJ),,Rafael Traci,2,2,"https://fbref.com/en/matches/8bdfc1c6/Corinthians-Botafogo-RJ-September-5-2020-Serie-A"">Match Report",61%,39%,87%,83%,43%,23%,33%,66%
1207,Ceará,0–1,Santos,,Wagner Reway,0,1,"https://fbref.com/en/matches/cea23a95/Ceara-Santos-September-5-2020-Serie-A"">Match Report",63%,37%,83%,75%,46%,44%,75%,100%
1208,Bragantino,1–2,Palmeiras,,Marcelo de Lima Henrique,1,2,"https://fbref.com/en/matches/d2407b0f/Bragantino-Palmeiras-September-6-2020-Serie-A"">Match Report",38%,62%,79%,86%,20%,36%,40%,75%
1209,São Paulo,3–1,Fluminense,,Paulo Roberto Alves Júnior,3,1,"https://fbref.com/en/matches/55ad67ef/Sao-Paulo-Fluminense-September-6-2020-Serie-A"">Match Report",50%,50%,81%,81%,21%,38%,60%,0%
1210,Internacional,2–2,Bahia,,Braulio da Silva Machado,2,2,"https://fbref.com/en/matches/b53c7fc3/Internacional-Bahia-September-6-2020-Serie-A"">Match Report",62%,38%,84%,70%,56%,44%,25%,60%
1211,Vasco da Gama,1–0,Atl Paranaense,,Raphael Claus,1,0,"https://fbref.com/en/matches/483f1725/Vasco-da-Gama-Atletico-Paranaense-September-6-2020-Serie-A"">Match Report",32%,68%,75%,87%,33%,25%,100%,33%
1212,Atl Goianiense,1–1,Grêmio,,Ricardo Marques Ribeiro,1,1,"https://fbref.com/en/matches/13833f0f/Atletico-Goianiense-Gremio-September-6-2020-Serie-A"">Match Report",49%,51%,85%,83%,25%,33%,50%,50%
1213,Coritiba,0–1,Atlético Mineiro,,Diego Pombo Lopez,0,1,"https://fbref.com/en/matches/cdfdc98c/Coritiba-Atletico-Mineiro-September-6-2020-Serie-A"">Match Report",47%,53%,80%,84%,21%,11%,50%,100%
1214,Sport Recife,2–1,Goiás,,Vinicius Gomes do Amaral,2,1,"https://fbref.com/en/matches/2e3a35a4/Sport-Recife-Goias-September-6-2020-Serie-A"">Match Report",52%,48%,84%,85%,35%,40%,100%,66%
1215,Atl Paranaense,1–1,Botafogo (RJ),,Vinicius Gonçalves Dias Araujo,1,1,"https://fbref.com/en/matches/50102a8b/Atletico-Paranaense-Botafogo-RJ-September-9-2020-Serie-A"">Match Report",61%,39%,90%,82%,18%,50%,66%,66%
1216,Goiás,3–3,Coritiba,,Caio Max Augusto Vieira,3,3,"https://fbref.com/en/matches/ffa1e202/Goias-Coritiba-September-9-2020-Serie-A"">Match Report",55%,46%,86%,82%,32%,23%,0%,66%
1217,Fortaleza,1–0,Sport Recife,,Felipe Fernandes de Lima,1,0,"https://fbref.com/en/matches/7207c890/Fortaleza-Sport-Recife-September-9-2020-Serie-A"">Match Report",53%,47%,88%,83%,42%,25%,100%,60%
1218,São Paulo,1–1,Bragantino,,Savio Pereira,1,1,"https://fbref.com/en/matches/e85e429e/Sao-Paulo-Bragantino-September-9-2020-Serie-A"">Match Report",59%,41%,86%,75%,43%,20%,50%,50%
1219,Santos,3–1,Atlético Mineiro,,Wagner do Nascimento Magalhaes,3,1,"https://fbref.com/en/matches/d69d58b8/Santos-Atletico-Mineiro-September-9-2020-Serie-A"">Match Report",42%,58%,76%,79%,40%,32%,50%,25%
1220,Fluminense,1–2,Flamengo,,Raphael Claus,1,2,"https://fbref.com/en/matches/de851cc3/Fluminense-Flamengo-September-9-2020-Serie-A"">Match Report",47%,53%,85%,88%,17%,46%,66%,66%
1221,Corinthians,0–2,Palmeiras,,Leandro Pedro Vuaden,0,2,"https://fbref.com/en/matches/cef4d911/Corinthians-Palmeiras-September-10-2020-Serie-A"">Match Report",55%,46%,91%,88%,50%,38%,75%,80%
1222,Bahia,0–2,Grêmio,,Jose Mendonca da Silva Junior,0,2,"https://fbref.com/en/matches/315d1481/Bahia-Gremio-September-10-2020-Serie-A"">Match Report",50%,50%,91%,87%,35%,33%,66%,100%
1223,Internacional,2–0,Ceará,,Rodrigo D'Alonso Ferreira,2,0,"https://fbref.com/en/matches/4c9c3772/Internacional-Ceara-September-10-2020-Serie-A"">Match Report",62%,38%,82%,68%,53%,17%,0%,77%
1224,Vasco da Gama,1–2,Atl Goianiense,,Heber Roberto Lopes,1,2,"https://fbref.com/en/matches/f7549559/Vasco-da-Gama-Atletico-Goianiense-September-10-2020-Serie-A"">Match Report",54%,46%,83%,81%,56%,54%,71%,80%
1225,Atl Paranaense,1–0,Coritiba,,Jean Pierre Goncalves Lima,1,0,"https://fbref.com/en/matches/5136085c/Atletico-Paranaense-Coritiba-September-12-2020-Serie-A"">Match Report",43%,57%,87%,85%,20%,20%,100%,50%
1226,Santos,2–2,São Paulo,,Luiz Flávio de Oliveira,2,2,"https://fbref.com/en/matches/4603d7e9/Santos-Sao-Paulo-September-12-2020-Serie-A"">Match Report",55%,45%,82%,81%,50%,50%,66%,80%
1227,Grêmio,1–1,Fortaleza,,Igor Junior Benevenuto,1,1,"https://fbref.com/en/matches/4d36796c/Gremio-Fortaleza-September-13-2020-Serie-A"">Match Report",56%,44%,90%,87%,29%,67%,50%,50%
1228,Fluminense,2–1,Corinthians,,Braulio da Silva Machado,2,1,"https://fbref.com/en/matches/ac9a320f/Fluminense-Corinthians-September-13-2020-Serie-A"">Match Report",48%,52%,83%,83%,20%,33%,66%,33%
